b;h;t_frontal;t_posterior;t_origen;t_final;t_centro_sup;t_centro_inf;t_lat_sup;t_lat_inf;t_nervios_long;t_nervios_transv;prctg_ventana_horizontal;prctg_ventana_vertical;diam_ventana;diam_agujero;n_nervios_transv;n_nervios_long
1,1059645883738995;1,4806721594184638;0,07654759362339975;0,0670212109386921;0,06816262435168027;0,06529648359864951;0,07456811651587486;0,09758234292268754;0,03468785233795643;0,08852787926793099;0,01869585962034762;0,03529820199124516;0,5411826218478382;0,6794360389001668;0,2875339203514159;0,65769860483706;24;3
1,6980049945414066;1,5968308540061116;0,05362981859594584;0,05916175078600645;0,058725643046200274;0,05383098442107439;0,034545467272400855;0,04830973543226719;0,06129955664277077;0,024064928889274598;0,042848026244901125;0,017421730062924325;0,7872220839373768;0,5888239918276668;0,22697394189424813;0,4056766100227833;23;2
1,4307388462126256;1,2187380166724324;0,06560425430536271;0,07210633207112552;0,0493763517215848;0,04436793278902769;0,0909049177914858;0,024377135783433916;0,09395965874195099;0,05261925511062146;0,03436926851514727;0,03198337882291526;0,584180672839284;0,7897948968224228;0,25430688919499517;0,7872873831540347;15;4
1,3730735592544079;1,7096082832664252;0,04453279782086611;0,04425175227224827;0,07998506020754576;0,07540345821529627;0,05091900780797005;0,07401076637208462;0,0423474957793951;0,07942659892141819;0,027725681103765963;0,04917631776072085;0,6709903318434954;0,544087978079915;0,3237488788831979;0,525893845409155;27;3
1,2150212608277797;1,3429506758227945;0,05655072998255491;0,048343596495687965;0,07470481865108014;0,061659147031605244;0,0870522040873766;0,03682206086814403;0,08739240258932114;0,03177082285284996;0,03724925306625665;0,04274592322297395;0,6389669304713608;0,6493331994861364;0,3132202826812863;0,5501267634332181;16;3
1,5827456183731556;1,7306982312351464;0,07362319193780423;0,07549512766301632;0,04468379199504852;0,058124518059194094;0,047037031799554825;0,06718811318278313;0,05892460875213146;0,09621260136365892;0,03058843923266977;0,025826473939232528;0,6882744437083602;0,703594235610217;0,23641376058571043;0,7114966500550509;28;4
1,7404321916401386;1,379885819926858;0,04559884604066611;0,05327310770750046;0,053459352850914;0,047587855495512484;0,0684110550582409;0,08112111397087574;0,0262650416046381;0,06703254722058773;0,02212256668601185;0,019749992056749762;0,5215526108630002;0,5201901322230696;0,21236690100282432;0,47991161420941353;14;2
1,0570829056203366;1,5429218033328653;0,06453715719282627;0,06042951937764883;0,06340240232646466;0,07155188601464033;0,028437199369072914;0,05039342820644378;0,07973207160830498;0,040247671678662306;0,046257777959108355;0,03789998701773584;0,7300942187197507;0,7296101314015687;0,26556237804703414;0,6319084320217372;25;3
1,0056975796818732;1,2665769964456557;0,04972434747964144;0,07988010246306658;0,05617209404706955;0,07953783836215735;0,08025656543672086;0,03354334086179733;0,08055561505258084;0,07476229995489121;0,04876743374392391;0,033444427927024664;0,7097813402302564;0,5045294770970941;0,2633041540067643;0,5836939286440611;25;4
1,7981285631656647;1,656954405270517;0,06013722747564316;0,046478650048375134;0,06568720065057278;0,04069070387631655;0,040243812799453736;0,0629719028621912;0,053417938947677615;0,057957392781972886;0,0202318797679618;0,015432286262512206;0,6186502491123974;0,7449629583396018;0,31675104152411226;0,7294872611761094;24;4
1,531005895137787;1,453945872746408;0,05812854651361704;0,06479431554675102;0,07746080838143826;0,05111046474426985;0,06395668894052506;0,08908751979470253;0,02075760677456856;0,028778070285916328;0,028172205979935826;0,030128391589969397;0,753063658438623;0,6283647544682026;0,29446812714450066;0,46035206578671933;21;2
1,2729499354958533;1,6190349251031875;0,0716951085627079;0,05138797800987959;0,04693022459745407;0,06976200047880411;0,023980442211031915;0,05992232464253902;0,07289604432880879;0,08323857448995114;0,03918215974234045;0,04718355807010085;0,5021171128377319;0,7242502390407026;0,21791304651647808;0,6030230924487114;24;3
1,3154866322875023;1,4047221852466465;0,06972136117517949;0,05604622840881347;0,04212990004569292;0,07350666482001543;0,07777002662420272;0,09211105935275556;0,03793057546019554;0,0455833774805069;0,025839504469186068;0,04459048172924668;0,7703500736504794;0,7691526285372675;0,20711382378824056;0,6772093757987023;16;4
1,4820391625165938;1,5229385264217854;0,04014400955289602;0,06765576746314764;0,07222905140370131;0,0473536604270339;0,037744914814829826;0,04127594217658043;0,06571340121328831;0,062370699197053917;0,03686694555450231;0,02780883410945535;0,5569010961800813;0,5650060668587684;0,2768141986615956;0,43461082838475706;24;3
1,6399667769670487;1,292352021485567;0,0781341054290533;0,041117350794374945;0,06087780695408583;0,056934185363352305;0,09645298384130002;0,025160723999142647;0,09837304823100568;0,09092574752867222;0,044794522183947263;0,021580553390085695;0,6526511783711613;0,6640328557230533;0,30190513950772585;0,7536714345216752;15;4
1,1577894136309623;1,7858567191287875;0,051690904013812544;0,07272200457751751;0,051012882776558396;0,06328221630305052;0,056469565033912664;0,07573186397552491;0,04559067875146866;0,03648153237998486;0,016275658486410976;0,0398661805363372;0,5990225191228091;0,6044983820989728;0,2416035152412951;0,50795210711658;19;3
